1|4) Qu' ose -je donc proposer? 
1	Qu'	que	PRO	PROWH	s=int	2	suj	_	_
1	Ont	avoir	V	V	m=ind|n=p|p=3|t=pst	83	mod	_	_
2	leur	son	D	DET	n=s|s=poss	3	det	_	_
3	attibue	attibue	N	NC	s=c	1	obj	_	_
4	2	2	A	ADJ	s=card	3	mod	_	_
5	causes	cause	N	NC	g=f|n=p|s=c	3	mod	_	_
6	principales	principal	A	ADJ	g=f|n=p|s=qual	5	mod	_	_
7	:	:	PONCT	PONCT	s=w	1	ponct	_	_
8	>	suivre	V	V	m=ind|p=3|t=pst	1	mod	_	_
9	Soit	soit	C	CC	s=c|marker=286|marker=286	8	coord	_	_
10	le	le	D	DET	g=m|n=s|s=def	11	det	_	_
11	mouvement	mouvement	N	NC	g=m|n=s|s=c	14	suj	_	_
12	effectué	effectuer	V	VPP	g=m|m=part|n=s|t=past	11	mod	_	_
13	n'	ne	ADV	ADV	s=neg	14	mod	_	_
14	est	être	V	V	m=ind|n=s|p=3|t=pst	9	dep_coord	_	_
15	pas	pas	ADV	ADV	s=neg	14	mod	_	_
16	un	un	D	DET	g=m|n=s|s=ind	17	det	_	_
17	mouvement	mouvement	N	NC	g=m|n=s|s=c	14	ats	_	_
18	assez	assez	ADV	ADV	_	19	mod	_	_
19	habituel	habituel	A	ADJ	g=m|n=s|s=qual	17	mod	_	_
20	pour	pour	P	P	_	14	mod	_	_
21	le	le	D	DET	g=m|n=s|s=def	22	det	_	_
22	muscle	muscle	N	NC	g=m|n=s|s=c	20	obj	_	_
23	,	,	PONCT	PONCT	s=w	1	ponct	_	_
24	et	et	C	CC	s=c	1	coord	_	_
25	il	cln	CL	CLS	s=suj	28	suj	_	_
26	a	avoir	V	V	m=ind|n=s|p=3|t=pst	28	aux_tps	_	_
27	donc	donc	ADV	ADV	_|marker=131	28	mod	_	_
28	engendré	engendrer	V	VPP	g=m|m=part|n=s|t=past	24	dep_coord	_	_
29	une	un	D	DET	g=f|n=s|s=ind	30	det	_	_
30	sur-consommation	sur-consommation	N	NC	s=c	28	obj	_	_
31	d'	de	P	P	_	30	dep	_	_
32	oxygène	oxygène	N	NC	g=m|n=s|s=c	31	obj	_	_
33	,	,	PONCT	PONCT	s=w	34	ponct	_	_
34	>	suivre	V	V	m=ind|p=3|t=pst	30	mod_rel	_	_
35	Soit	soit	C	CC	s=c	34	coord	_	_
36	le	le	D	DET	g=m|n=s|s=def	37	det	_	_
37	nageur	nageur	N	NC	g=m|n=s|s=c	41	suj	_	_
38	n'	ne	ADV	ADV	s=neg	41	mod	_	_
39	a	avoir	V	V	m=ind|n=s|p=3|t=pst	41	aux_tps	_	_
40	pas	pas	ADV	ADV	s=neg	41	mod	_	_
41	ventilé	ventiler	V	VPP	g=m|m=part|n=s|t=past	35	dep_coord	_	_
42	suffisament	suffisament	ADV	ADV	_	41	mod	_	_
43	durant	durant	P	P	_	41	mod	_	_
44	l'	le	D	DET	n=s|s=def	45	det	_	_
45	exercice	exercice	N	NC	g=m|n=s|s=c	43	obj	_	_
46	,	,	PONCT	PONCT	s=w	41	ponct	_	_
47	ou	ou	C	CC	s=c	41	coord	_	_
48	n'	ne	ADV	ADV	s=neg	52	mod	_	_
49	a	avoir	V	V	m=ind|n=s|p=3|t=pst	52	aux_tps	_	_
50	pas	pas	ADV	ADV	s=neg	52	mod	_	_
51	assez	assez	ADV	ADV	_	52	mod	_	_
52	evacué	evacué	V	VPP	m=part|t=past	47	dep_coord	_	_
53	les	le	D	DET	n=p|s=def	54	det	_	_
54	toxines	toxine	N	NC	g=f|n=p|s=c	52	obj	_	_
55	de	de	P	P	_	54	dep	_	_
56	l'	le	D	DET	n=s|s=def	57	det	_	_
57	exercice	exercice	N	NC	g=m|n=s|s=c	55	obj	_	_
58	précédent	précédent	A	ADJ	g=m|n=s|s=qual	57	mod	_	_
59	,	,	PONCT	PONCT	s=w	52	ponct	_	_
60	ce	ce	PRO	PRO	_	52	mod	_	_
61	qui	qui	PRO	PROREL	s=rel	62	suj	_	_
62	mène	mène	V	VS	m=subj	60	mod_rel	_	_
63	au	à	P+D	P+D	s=def	62	mod	_	_
64	meme	meme	N	NC	s=c	63	obj	_	_
65	résultat	résultat	N	NC	g=m|n=s|s=c	64	mod	_	_
66	:	:	PONCT	PONCT	s=w	62	ponct	_	_
67	le	le	D	DET	g=m|n=s|s=def	68	det	_	_
68	muscle	muscle	N	NC	g=m|n=s|s=c	70	suj	_	_
69	n'	ne	ADV	ADV	s=neg	70	mod	_	_
70	est	être	V	V	m=ind|n=s|p=3|t=pst	62	mod	_	_
71	plus	plus	ADV	ADV	s=neg	72	mod	_	_
72	suffisament	suffisament	ADV	ADV	_	70	mod	_	_
73	et	et	C	CC	s=c	72	coord	_	_
74	correctement	correctement	ADV	ADV	_	73	dep_coord	_	_
75	alimenté	alimenter	V	VPP	g=m|m=part|n=s|t=past	72	dep	_	_
76	en	en	P	P	p=3	75	mod	_	_
77	sang	sang	N	NC	g=m|n=s|s=c	76	obj	_	_
78	"	"	PONCT	PONCT	s=w	77	ponct	_	_
79	propre	propre	A	ADJ	n=s|s=qual	77	mod	_	_
80	"	"	PONCT	PONCT	s=w	70	ponct	_	_
81	,	,	PONCT	PONCT	s=w	83	ponct	_	_
82	c'	cln	CL	CLS	s=suj	83	suj	_	_
83	est	être	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
84	à	à	P	P	_	83	ats	_	_
85	dire	dire	V	VINF	m=inf	84	obj	_	_
86	oxygéné	oxygéner	V	VPP	g=m|m=part|n=s|t=past	85	mod	_	_
87	.	.	PONCT	PONCT	s=s	83	ponct	_	_

203|1029) Pour revenir aux phases de récupération, qui ont aussi pour but de reconstituer les réserves énergétique, rappellons qu' elles sont intimement liées à une bonne hygiène de vie: alimentation équilibrée, heures de sommeil suffisante, etc... 
1	Pour	pour	P	P	_	0	root	_	_
2	revenir	revenir	V	VINF	m=inf	1	obj	_	_
3	aux	à	P+D	P+D	s=def	2	a_obj	_	_
4	phases	phase	N	NC	g=f|n=p|s=c	3	obj	_	_
5	de	de	P	P	_	4	dep	_	_
6	récupération	récupération	N	NC	g=f|n=s|s=c	5	obj	_	_
7	,	,	PONCT	PONCT	s=w	2	ponct	_	_
8	qui	qui	PRO	PROREL	s=rel	9	suj	_	_
9	ont	avoir	V	V	m=ind|n=p|p=3|t=pst	2	mod	_	_
10	aussi	aussi	ADV	ADV	_|marker=208	9	mod	_	_
11	pour	pour	P	P	_	9	mod	_	_
12	but	but	N	NC	g=m|n=s|s=c	11	obj	_	_
13	de	de	P	P	_	9	obj	_	_
14	reconstituer	reconstituer	V	VINF	m=inf	13	obj	_	_
15	les	le	D	DET	n=p|s=def	16	det	_	_
16	réserves	réserve	N	NC	g=f|n=p|s=c	14	obj	_	_
17	énergétique	énergétique	A	ADJ	n=s|s=qual	16	mod	_	_
18	,	,	PONCT	PONCT	s=w	16	ponct	_	_
19	rappellons	rappellon	N	NC	s=c	16	mod	_	_
20	qu'	que	PRO	PROREL	s=rel	24	obj	_	_
21	elles	cln	CL	CLS	s=suj	24	suj	_	_
22	sont	être	V	V	m=ind|n=p|p=3|t=pst	24	aux_pass	_	_
23	intimement	intimement	ADV	ADV	_	24	mod	_	_
24	liées	lier	V	VPP	g=f|m=part|n=p|t=past	19	mod_rel	_	_
25	à	à	P	P	_	24	mod	_	_
26	une	un	D	DET	g=f|n=s|s=ind	28	det	_	_
27	bonne	bon	A	ADJ	g=f|n=s|s=qual	28	mod	_	_
28	hygiène	hygiène	N	NC	g=f|n=s|s=c	25	obj	_	_
29	de	de	P	P	_	28	dep	_	_
30	vie	vie	N	NC	g=f|n=s|s=c	29	obj	_	_
31	:	:	PONCT	PONCT	s=w	16	ponct	_	_
32	alimentation	alimentation	N	NC	g=f|n=s|s=c	16	mod	_	_
33	équilibrée	équilibrer	A	ADJ	g=f|m=part|n=s|s=qual|t=past	32	mod	_	_
34	,	,	PONCT	PONCT	s=w	16	ponct	_	_
35	heures	heure	N	NC	g=f|n=p|s=c	16	mod	_	_
36	de	de	P	P	_	35	dep	_	_
37	sommeil	sommeil	N	NC	g=m|n=s|s=c	36	obj	_	_
38	suffisante	suffisant	A	ADJ	g=f|n=s|s=qual	37	mod	_	_
39	,	,	PONCT	PONCT	s=w	16	ponct	_	_
40	etc	etc	ADV	ADV	_	16	mod	_	_
41	...	...	PONCT	PONCT	s=s	1	ponct	_	_

204|1031) Par_la_suite, en suivant les nouvelles, j' avoue avoir aussi paniqué et eu un très mauvais préssentiment pour ceux innocents qui subissaient cet evenement et pour toute la suite qui paraissait dès le debut mal partie. 
1	Par_la_suite	par_la_suite	ADV	ADV	_	9	mod	_	_
2	,	,	PONCT	PONCT	s=w	9	ponct	_	_
3	en	en	P	P	p=3	9	mod	_	_
4	suivant	suivre	V	VPR	m=part|t=pst	3	obj	_	_
5	les	le	D	DET	n=p|s=def	6	det	_	_
6	nouvelles	nouveau	A	ADJ	g=f|n=p|s=qual	4	obj	_	_
7	,	,	PONCT	PONCT	s=w	9	ponct	_	_
8	j'	cln	CL	CLS	s=suj	9	suj	_	_
9	avoue	avouer	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
10	avoir	avoir	V	VINF	m=inf	12	aux_tps	_	_
11	aussi	aussi	ADV	ADV	_|marker=208	12	mod	_	_
12	paniqué	paniquer	V	VPP	g=m|m=part|n=s|t=past	9	ats	_	_
13	et	et	C	CC	s=c	12	coord	_	_
14	eu	avoir	V	VPP	g=m|m=part|n=s|t=past	13	dep_coord	_	_
15	un	un	D	DET	g=m|n=s|s=ind	17	det	_	_
16	très	très	ADV	ADV	_	17	mod	_	_
17	mauvais	mauvais	A	ADJ	g=m|s=qual	14	obj	_	_
18	préssentiment	préssentiment	ADV	ADV	_	17	mod	_	_
19	pour	pour	P	P	_	17	dep	_	_
20	ceux	celui	PRO	PRO	g=m|n=p|s=dem	19	obj	_	_
21	innocents	innocent	A	ADJ	g=m|n=p|s=qual	20	mod	_	_
22	qui	qui	PRO	PROREL	s=rel	23	suj	_	_
23	subissaient	subir	V	V	m=ind|n=p|p=3|t=impft	20	mod_rel	_	_
24	cet	ce	D	DET	g=m|n=s|s=dem	25	det	_	_
25	evenement	evenement	N	NC	s=c	23	obj	_	_
26	et	et	C	CC	s=c	23	coord	_	_
27	pour	pour	P	P	_	26	dep_coord	_	_
28	toute	tout	A	ADJ	g=f|n=s|s=ind	30	mod	_	_
29	la	le	D	DET	g=f|n=s|s=def	30	det	_	_
30	suite	suite	N	NC	g=f|n=s|s=c	27	obj	_	_
31	qui	qui	PRO	PROREL	s=rel	32	suj	_	_
32	paraissait	paraître	V	V	m=ind|n=s|p=3|t=impft	30	mod_rel	_	_
33	dès	dès	P	P	_	32	mod	_	_
34	le	le	D	DET	g=m|n=s|s=def	35	det	_	_
35	debut	debut	N	NC	s=c	33	obj	_	_
36	mal	mal	A	ADJ	g=m|n=s|s=qual	37	det	_	_
37	partie	partie	N	NC	g=f|n=s|s=c	32	obj	_	_
38	.	.	PONCT	PONCT	s=s	9	ponct	_	_

205|1036) . Alors moi, ce soir je souhaiterais rejoindre Miss Lulu dans les pensées pour ceux qui sont morts à_cause_de cet attentat contre des civils innocents et pour tous ceux morts par_la_suite à_cause_de la riposte injuste, mal menée et completement contre productive des Etats Unis d' Amérique. 
1	.	.	PONCT	PONCT	s=s	8	ponct	_	_
2	Alors	alors	ADV	ADV	_|marker=7	3	mod	_	_
3	moi	lui	PRO	PRO	n=s|s=pers	8	mod	_	_
4	,	,	PONCT	PONCT	s=w	8	ponct	_	_
5	ce	ce	D	DET	g=m|n=s|s=dem	6	det	_	_
6	soir	soir	N	NC	g=m|n=s|s=c	8	suj	_	_
7	je	cln	CL	CLS	s=suj	8	suj	_	_
8	souhaiterais	souhaiter	V	V	m=ind|n=s|p=2|t=cond	0	root	_	_
9	rejoindre	rejoindre	V	VINF	m=inf	8	obj	_	_
10	Miss	Miss	N	NPP	s=p	9	suj	_	_
11	Lulu	Lulu	N	NPP	g=f|n=s|s=p	10	mod	_	_
12	dans	dans	P	P	_	9	mod	_	_
13	les	le	D	DET	n=p|s=def	14	det	_	_
14	pensées	pensée	N	NC	g=f|n=p|s=c	12	obj	_	_
15	pour	pour	P	P	_	9	mod	_	_
16	ceux	celui	PRO	PRO	g=m|n=p|s=dem	15	obj	_	_
17	qui	qui	PRO	PROREL	s=rel	18	suj	_	_
18	sont	être	V	V	m=ind|n=p|p=3|t=pst	16	mod_rel	_	_
19	morts	mort	A	ADJ	g=m|n=p|s=qual	18	ats	_	_
20	à_cause_de	à_cause_de	P	P	_	18	mod	_	_
21	cet	ce	D	DET	g=m|n=s|s=dem	22	det	_	_
22	attentat	attentat	N	NC	g=m|n=s|s=c	20	obj	_	_
23	contre	contre	P	P	_	22	dep	_	_
24	des	de	D	DET	_	25	det	_	_
25	civils	civil	N	NC	g=f|n=p|s=c	23	obj	_	_
26	innocents	innocent	A	ADJ	g=m|n=p|s=qual	25	mod	_	_
27	et	et	C	CC	s=c	23	coord	_	_
28	pour	pour	P	P	_	27	dep_coord	_	_
29	tous	tout	A	ADJ	g=m|n=p|s=ind	30	mod	_	_
30	ceux	celui	PRO	PRO	g=m|n=p|s=dem	28	obj	_	_
31	morts	mort	A	ADJ	g=m|n=p|s=qual	30	mod	_	_
32	par_la_suite	par_la_suite	ADV	ADV	_	30	mod	_	_
33	à_cause_de	à_cause_de	P	P	_	30	dep	_	_
34	la	le	D	DET	g=f|n=s|s=def	35	det	_	_
35	riposte	riposte	N	NC	g=f|n=s|s=c	33	obj	_	_
36	injuste	injuste	A	ADJ	n=s|s=qual	35	mod	_	_
37	,	,	PONCT	PONCT	s=w	18	ponct	_	_
38	mal	mal	ADV	ADV	_	39	mod	_	_
39	menée	mener	V	VPP	g=f|m=part|n=s|t=past	18	mod	_	_
40	et	et	C	CC	s=c	39	coord	_	_
41	completement	completement	ADV	ADV	_	40	mod	_	_
42	contre	contre	P	P	_	40	dep_coord	_	_
43	productive	productif	A	ADJ	g=f|n=s|s=qual	42	obj	_	_
44	des	de	P+D	P+D	s=def	39	dep	_	_
45	Etats	états	N	NC	g=m|n=p|s=c	44	obj	_	_
46	Unis	Unis	N	NPP	s=p	45	mod	_	_
47	d'	de	P	P	_	45	dep	_	_
48	Amérique	Amérique	N	NPP	g=f|n=s|s=p	47	obj	_	_
49	.	.	PONCT	PONCT	s=s	8	ponct	_	_

206|1038) La majorité des wikis sont donc librement modifiables par n' importe quel visiteur. 
1	La	le	D	DET	g=f|n=s|s=def	2	det	_	_
2	majorité	majorité	N	NC	g=f|n=s|s=c	5	suj	_	_
3	des	de	P+D	P+D	s=def	2	dep	_	_
4	wikis	wiki	A	ADJ	g=m|n=p|s=qual	3	obj	_	_
5	sont	être	V	V	m=ind|n=p|p=3|t=pst	0	root	_	_
6	donc	donc	ADV	ADV	_|marker=131	5	mod	_	_
7	librement	librement	ADV	ADV	_	8	mod	_	_
8	modifiables	modifiable	A	ADJ	n=p|s=qual	5	ats	_	_
9	par	par	P	P	_	5	mod	_	_
10	n'	ne	ADV	ADV	s=neg	11	mod	_	_
11	importe	importer	V	V	m=ind|n=s|p=3|t=pst	9	obj	_	_
12	quel	quel	D	DET	g=m|n=s	13	det	_	_
13	visiteur	visiteur	N	NC	g=m|n=s|s=c	11	obj	_	_
14	.	.	PONCT	PONCT	s=s	5	ponct	_	_

207|1041) Il est si facile d' y contribuer que même les personnes un_peu rebutées par l' informatique s' y mettent, découvrant avec plaisir qu' elles sont, elles aussi, capables de créer des pages web. 
1	Il	cln	CL	CLS	s=suj	2	suj	_	_
2	est	être	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
3	si	si	C	CS	s=s|marker=349	2	mod	_	_
4	facile	facile	A	ADJ	n=s|s=qual	2	ats	_	_
5	d'	de	P	P	_	4	dep	_	_
6	y	y	CL	CLO	p=3|s=obj	7	a_obj	_	_
7	contribuer	contribuer	V	VINF	m=inf	5	obj	_	_
8	que	que	C	CS	s=s	7	obj	_	_
9	même	même	ADV	ADV	_	19	mod	_	_
10	les	le	D	DET	n=p|s=def	11	det	_	_
11	personnes	personne	N	NC	g=f|n=p|s=neg	19	suj	_	_
12	un_peu	un_peu	ADV	ADV	_	13	mod	_	_
13	rebutées	rebuter	V	VPP	g=f|m=part|n=p|t=past	11	mod	_	_
14	par	par	P	P	_	13	p_obj	_	_
15	l'	le	D	DET	n=s|s=def	16	det	_	_
16	informatique	informatique	N	NC	g=f|n=s|s=c	14	obj	_	_
17	s'	se	CL	CLR	p=3|s=refl	19	aff	_	_
18	y	y	CL	CLO	p=3|s=obj	19	aff	_	_
19	mettent	mettre	V	V	m=ind|n=p|p=3|t=pst	8	obj	_	_
20	,	,	PONCT	PONCT	s=w	19	ponct	_	_
21	découvrant	découvrir	V	VPR	m=part|t=pst	19	mod	_	_
22	avec	avec	P	P	_	21	mod	_	_
23	plaisir	plaisir	N	NC	g=m|n=s|s=c	22	obj	_	_
24	qu'	que	C	CS	s=s	21	obj	_	_
25	elles	cln	CL	CLS	s=suj	26	suj	_	_
26	sont	être	V	V	m=ind|n=p|p=3|t=pst	24	obj	_	_
27	,	,	PONCT	PONCT	s=w	26	ponct	_	_
28	elles	lui	PRO	PRO	g=f|n=p|s=pers	26	mod	_	_
29	aussi	aussi	ADV	ADV	_|marker=208	28	mod	_	_
30	,	,	PONCT	PONCT	s=w	26	ponct	_	_
31	capables	capable	A	ADJ	n=p|s=qual	26	ats	_	_
32	de	de	P	P	_	26	obj	_	_
33	créer	créer	V	VINF	m=inf	32	obj	_	_
34	des	de	D	DET	_	35	det	_	_
35	pages	page	N	NC	n=p|s=c	33	obj	_	_
36	web	web	N	NC	g=m|n=s|s=c	35	mod	_	_
37	.	.	PONCT	PONCT	s=s	2	ponct	_	_

208|1042) C' est aussi un moyen assez pratique de travailler à plusieurs sur un dossier: rédaction d' un cahier des charges par_exemple. 
1	C'	cln	CL	CLS	s=suj	2	suj	_	_
2	est	être	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
3	aussi	aussi	ADV	ADV	_|marker=208	2	mod	_	_
4	un	un	D	DET	g=m|n=s|s=ind	5	det	_	_
5	moyen	moyen	N	NC	g=m|n=s|s=c	2	ats	_	_
6	assez	assez	ADV	ADV	_	5	mod	_	_
7	pratique	pratiquer	V	V	m=ind|n=s|p=3|t=pst	2	mod	_	_
8	de	de	P	P	_	2	ats	_	_
9	travailler	travailler	V	VINF	m=inf	8	obj	_	_
10	à	à	P	P	_	9	mod	_	_
11	plusieurs	plusieurs	PRO	PRO	n=p	10	obj	_	_
12	sur	sur	P	P	_	9	mod	_	_
13	un	un	D	DET	g=m|n=s|s=ind	14	det	_	_
14	dossier	dossier	N	NC	g=m|n=s|s=c	12	obj	_	_
15	:	:	PONCT	PONCT	s=w	2	ponct	_	_
16	rédaction	rédaction	N	NC	g=f|n=s|s=c	2	mod	_	_
17	d'	de	P	P	_	16	dep	_	_
18	un	un	D	DET	g=m|n=s|s=ind	19	det	_	_
19	cahier	cahier	N	NC	g=m|n=s|s=c	17	obj	_	_
20	des	de	P+D	P+D	s=def	19	dep	_	_
21	charges	charge	N	NC	g=f|n=p|s=c	20	obj	_	_
22	par_exemple	par_exemple	ADV	ADV	_|marker=37	2	mod	_	_
23	.	.	PONCT	PONCT	s=s	2	ponct	_	_

209|1061) , Alors viens vite nous rejoindre! 
1	,	,	PONCT	PONCT	s=w	3	ponct	_	_
2	Alors	alors	ADV	ADV	_|marker=7	3	mod	_	_
3	viens	venir	V	V	m=ind|n=s|p=2|t=pst	0	root	_	_
4	vite	vite	ADV	ADV	_	3	mod	_	_
5	nous	clad	CL	CLO	s=obj	6	aff	_	_
6	rejoindre	rejoindre	V	VINF	m=inf	3	obj	_	_
7	!	!	PONCT	PONCT	s=s	3	ponct	_	_

210|1062) [ Maïté] INFOS- GPS- GEOLOCALISATION( GPS à la baisse, moins de 100)[ My@m-Slurp] Diététique et forme: cuisine des Régions et du MONDE pour varier les saveurs[ MaPiLiRe] TRUCetTROC- partagerz vos idées avec nous, ne les gardez pas pour vous[ Equipe MonForum] Vous aussi ajoutez votre dédicace! 
1	[	[	PONCT	PONCT	s=w	49	ponct	_	_
2	Maïté	Maïté	N	NPP	s=p	49	suj	_	_
3	]	]	PONCT	PONCT	s=w	2	ponct	_	_
4	INFOS	INFOS	N	NPP	s=p	2	mod	_	_
5	-	-	PONCT	PONCT	s=w	2	ponct	_	_
6	GPS	GPS	N	NPP	s=p	2	mod	_	_
7	-	-	PONCT	PONCT	s=w	2	ponct	_	_
8	GEOLOCALISATION	GEOLOCALISATION	N	NPP	s=p	2	mod	_	_
9	(	(	PONCT	PONCT	s=w	2	ponct	_	_
10	GPS	GPS	N	NPP	s=p	2	mod	_	_
11	à	à	P	P	_	2	dep	_	_
12	la	le	D	DET	g=f|n=s|s=def	13	det	_	_
13	baisse	baisse	N	NC	g=f|n=s|s=c	11	obj	_	_
14	,	,	PONCT	PONCT	s=w	2	ponct	_	_
15	moins	moins	ADV	ADV	_	17	mod	_	_
16	de	de	P	P	_	17	det	_	_
17	100	100	N	NC	s=c	2	mod	_	_
18	)	)	PONCT	PONCT	s=w	2	ponct	_	_
19	[	[	PONCT	PONCT	s=w	2	ponct	_	_
20	My@m-Slurp	My@m-Slurp	N	NPP	s=p	2	mod	_	_
21	]	]	PONCT	PONCT	s=w	2	ponct	_	_
22	Diététique	Diététique	N	NPP	s=p	2	mod	_	_
23	et	et	C	CC	s=c	2	coord	_	_
24	forme	forme	N	NC	g=f|n=s|s=c	23	dep_coord	_	_
25	:	:	PONCT	PONCT	s=w	2	ponct	_	_
26	cuisine	cuisine	N	NC	g=f|n=s|s=c	2	mod	_	_
27	des	de	P+D	P+D	s=def	26	dep	_	_
28	Régions	région	N	NC	g=f|n=p|s=c	27	obj	_	_
29	et	et	C	CC	s=c	27	coord	_	_
30	du	de	P+D	P+D	s=def	29	dep_coord	_	_
31	MONDE	MONDE	N	NPP	s=p	30	obj	_	_
32	pour	pour	P	P	_	2	dep	_	_
33	varier	varier	V	VINF	m=inf	32	obj	_	_
34	les	le	D	DET	n=p|s=def	35	det	_	_
35	saveurs	saveur	N	NC	g=f|n=p|s=c	33	obj	_	_
36	[	[	PONCT	PONCT	s=w	35	ponct	_	_
37	MaPiLiRe	MaPiLiRe	N	NPP	s=p	35	mod	_	_
38	]	]	PONCT	PONCT	s=w	35	ponct	_	_
39	TRUCetTROC	TRUCetTROC	N	NPP	s=p	35	mod	_	_
40	-	-	PONCT	PONCT	s=w	35	ponct	_	_
41	partagerz	partagerz	P	P	_	35	dep	_	_
42	vos	son	D	DET	n=p|s=poss	43	det	_	_
43	idées	idée	N	NC	g=f|n=p|s=c	41	obj	_	_
44	avec	avec	P	P	_	43	dep	_	_
45	nous	lui	PRO	PRO	n=p|s=pers	44	obj	_	_
46	,	,	PONCT	PONCT	s=w	33	ponct	_	_
47	ne	ne	ADV	ADV	s=neg	49	mod	_	_
48	les	cla	CL	CLO	n=p|s=obj	49	obj	_	_
49	gardez	garder	V	V	m=ind|n=p|p=2|t=pst	0	root	_	_
50	pas	pas	ADV	ADV	s=neg	49	mod	_	_
51	pour	pour	P	P	_	49	mod	_	_
52	vous	lui	PRO	PRO	n=p|s=pers	51	obj	_	_
53	[	[	PONCT	PONCT	s=w	52	ponct	_	_
54	Equipe	Equipe	N	NPP	s=p	52	mod	_	_
55	MonForum	MonForum	N	NPP	s=p	54	mod	_	_
56	]	]	PONCT	PONCT	s=w	54	ponct	_	_
57	Vous	lui	PRO	PRO	n=p|s=pers	54	mod	_	_
58	aussi	aussi	ADV	ADV	_|marker=208	57	mod	_	_
59	ajoutez	ajouter	V	V	m=ind|n=p|p=2|t=pst	49	mod	_	_
60	votre	son	D	DET	n=s|s=poss	61	det	_	_
61	dédicace	dédicace	N	NC	g=f|n=s|s=c	59	suj	_	_
62	!	!	PONCT	PONCT	s=s	49	ponct	_	_

211|1070) Disons( pour ce qui me vient à l' esprit là maintenant tout_de_suite):- Sophocle( LA Tragédie pour moi:" Antigone")- les trois grands: Racine, Corneille, Molière( j' ai pas fait L pour rien)- Dante of course- Baudelaire( oui je sais tous les metalleux aiment Baudelaire, et alors? 
1	Disons	dire	V	V	m=ind|n=p|p=1|t=pst	0	root	_	_
2	(	(	PONCT	PONCT	s=w	1	ponct	_	_
3	pour	pour	P	P	_	1	mod	_	_
4	ce	ce	PRO	PRO	_	3	obj	_	_
5	qui	qui	PRO	PROREL	s=rel	7	suj	_	_
6	me	clad	CL	CLO	s=obj	7	aff	_	_
7	vient	venir	V	V	m=ind|n=s|p=3|t=pst	4	mod_rel	_	_
8	à	à	P	P	_	7	mod	_	_
9	l'	le	D	DET	n=s|s=def	10	det	_	_
10	esprit	esprit	N	NC	g=m|n=s|s=c	8	obj	_	_
11	là	là	ADV	ADV	_	10	mod	_	_
12	maintenant	maintenant	ADV	ADV	_|marker=310	10	mod	_	_
13	tout_de_suite	tout_de_suite	ADV	ADV	_	10	mod	_	_
14	)	)	PONCT	PONCT	s=w	10	ponct	_	_
15	:	:	PONCT	PONCT	s=w	1	ponct	_	_
16	-	-	PONCT	PONCT	s=w	1	ponct	_	_
17	Sophocle	Sophocle	N	NPP	s=p	1	mod	_	_
18	(	(	PONCT	PONCT	s=w	17	ponct	_	_
19	LA	le	D	DET	g=f|n=s|s=def	20	det	_	_
20	Tragédie	tragédie	N	NC	g=f|n=s|s=c	17	mod	_	_
21	pour	pour	P	P	_	20	dep	_	_
22	moi	lui	PRO	PRO	n=s|s=pers	21	obj	_	_
23	:	:	PONCT	PONCT	s=w	1	ponct	_	_
24	"	"	PONCT	PONCT	s=w	1	ponct	_	_
25	Antigone	Antigone	N	NPP	g=f|n=s|s=p	1	mod	_	_
26	"	"	PONCT	PONCT	s=w	25	ponct	_	_
27	)	)	PONCT	PONCT	s=w	25	ponct	_	_
28	-	-	PONCT	PONCT	s=w	25	ponct	_	_
29	les	le	D	DET	n=p|s=def	31	det	_	_
30	trois	trois	A	ADJ	s=card	31	dep	_	_
31	grands	grand	A	ADJ	g=m|n=p|s=qual	25	mod	_	_
32	:	:	PONCT	PONCT	s=w	25	ponct	_	_
33	Racine	Racine	N	NPP	s=p	25	mod	_	_
34	,	,	PONCT	PONCT	s=w	25	ponct	_	_
35	Corneille	Corneille	N	NPP	s=p	25	mod	_	_
36	,	,	PONCT	PONCT	s=w	25	ponct	_	_
37	Molière	Molière	N	NPP	s=p	25	mod	_	_
38	(	(	PONCT	PONCT	s=w	25	ponct	_	_
39	j'	cln	CL	CLS	s=suj	42	suj	_	_
40	ai	avoir	V	V	m=ind|n=s|p=1|t=pst	42	aux_tps	_	_
41	pas	pas	ADV	ADV	s=neg	42	mod	_	_
42	fait	faire	V	VPP	g=m|m=part|n=s|t=past	1	aux_caus	_	_
43	L	L	N	NPP	s=p	42	obj	_	_
44	pour	pour	P	P	_	42	mod	_	_
45	rien	rien	PRO	PRO	n=s|s=neg	44	obj	_	_
46	)	)	PONCT	PONCT	s=w	42	ponct	_	_
47	-	-	PONCT	PONCT	s=w	42	ponct	_	_
48	Dante	Dante	N	NPP	g=m|n=s|s=p	42	suj	_	_
49	of	of	ET	ET	_	50	dep	_	_
50	course	course	N	NC	g=f|n=s|s=c	48	dep	_	_
51	-	-	PONCT	PONCT	s=w	50	ponct	_	_
52	Baudelaire	Baudelaire	N	NPP	s=p	50	mod	_	_
53	(	(	PONCT	PONCT	s=w	50	ponct	_	_
54	oui	oui	N	NC	g=m|s=c	50	mod	_	_
55	je	cln	CL	CLS	s=suj	56	suj	_	_
56	sais	savoir	V	V	m=ind|n=s|p=2|t=pst	42	dep	_	_
